ID,Yes,Yes_Prob,predicted,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
5943,0,0.024307168776196313,0,1,0,0,0,0,0,0,0,0,0
5944,0,0.05197928813240953,0,1,0,0,0,0,0,0,0,0,0
5945,0,0.012417088980126037,0,1,0,0,0,0,0,0,0,0,0
5946,0,0.03173518678690124,0,1,0,0,0,0,0,0,0,0,0
5947,0,0.04584263312542667,0,1,0,0,0,0,0,0,0,0,0
5948,0,0.06570142190344921,0,1,0,0,0,0,0,0,0,0,0
5949,0,0.04745140753795251,0,1,0,0,0,0,0,0,0,0,0
5950,0,0.019442698689648583,0,1,0,0,0,0,0,0,0,0,0
5951,0,0.09623039524181894,0,1,0,0,0,0,0,0,0,0,0
5952,0,0.025038539163701995,0,1,0,0,0,0,0,0,0,0,0
5953,0,0.032826956533295565,0,1,0,0,0,0,0,0,0,0,0
5954,0,0.022413219710938747,0,1,0,0,0,0,0,0,0,0,0
5955,0,0.021625739396556373,0,1,0,0,0,0,0,0,0,0,0
5956,0,0.016495438112276033,0,1,0,0,0,0,0,0,0,0,0
5957,0,0.024240344385950414,0,1,0,0,0,0,0,0,0,0,0
5958,0,0.027155235171663548,0,1,0,0,0,0,0,0,0,0,0
5959,0,0.01968368854859057,0,1,0,0,0,0,0,0,0,0,0
5960,0,0.04181222698730329,0,1,0,0,0,0,0,0,0,0,0
5961,0,0.10282465147026291,1,1,1,0,0,0,0,0,0,0,0
5962,0,0.16703899616957085,1,1,1,0,0,0,0,0,0,0,0
5963,0,0.021010339319845858,0,1,0,0,0,0,0,0,0,0,0
5964,0,0.02054392097742274,0,1,0,0,0,0,0,0,0,0,0
5965,0,0.03562427981982857,0,1,0,0,0,0,0,0,0,0,0
5966,0,0.1366486754752152,1,1,1,0,0,0,0,0,0,0,0
5967,0,0.025452242234503077,0,1,0,0,0,0,0,0,0,0,0
5968,0,0.016925428946127617,0,1,0,0,0,0,0,0,0,0,0
5969,0,0.09290066484326652,0,1,0,0,0,0,0,0,0,0,0
5970,0,0.10293389975641604,1,1,1,0,0,0,0,0,0,0,0
5971,0,0.011423009642919302,0,1,0,0,0,0,0,0,0,0,0
5972,0,0.2292143553599158,1,1,1,1,0,0,0,0,0,0,0
5973,0,0.01446116729708031,0,1,0,0,0,0,0,0,0,0,0
5974,0,0.09503397249707679,0,1,0,0,0,0,0,0,0,0,0
5975,0,0.03163557009353316,0,1,0,0,0,0,0,0,0,0,0
5976,0,0.06357717261509402,0,1,0,0,0,0,0,0,0,0,0
5977,0,0.006375588557174595,0,1,0,0,0,0,0,0,0,0,0
5978,0,0.021880613821838715,0,1,0,0,0,0,0,0,0,0,0
5979,0,0.017090361782930573,0,1,0,0,0,0,0,0,0,0,0
5980,0,0.012262363329774456,0,1,0,0,0,0,0,0,0,0,0
5981,0,0.020625695734974834,0,1,0,0,0,0,0,0,0,0,0
5982,0,0.00917829955435681,0,1,0,0,0,0,0,0,0,0,0
5983,0,0.04296387140967153,0,1,0,0,0,0,0,0,0,0,0
5984,0,0.12627961259181142,1,1,1,0,0,0,0,0,0,0,0
5985,0,0.03792229392809655,0,1,0,0,0,0,0,0,0,0,0
5986,0,0.11446918740929637,1,1,1,0,0,0,0,0,0,0,0
5987,0,0.28498982587000266,1,1,1,1,0,0,0,0,0,0,0
5988,0,0.13024316376812098,1,1,1,0,0,0,0,0,0,0,0
5989,0,0.019205456554892145,0,1,0,0,0,0,0,0,0,0,0
5990,0,0.016783156548799322,0,1,0,0,0,0,0,0,0,0,0
5991,0,0.036854144014298325,0,1,0,0,0,0,0,0,0,0,0
5992,0,0.08529731190252243,0,1,0,0,0,0,0,0,0,0,0
5993,0,0.07625585456048038,0,1,0,0,0,0,0,0,0,0,0
5994,0,0.06781388769962585,0,1,0,0,0,0,0,0,0,0,0
5995,0,0.0666056673133869,0,1,0,0,0,0,0,0,0,0,0
5996,0,0.03290519455469284,0,1,0,0,0,0,0,0,0,0,0
5997,0,0.06064815964659273,0,1,0,0,0,0,0,0,0,0,0
5998,0,0.08722581596462803,0,1,0,0,0,0,0,0,0,0,0
5999,0,0.0761272279129258,0,1,0,0,0,0,0,0,0,0,0
6000,0,0.023172835506695577,0,1,0,0,0,0,0,0,0,0,0
6001,0,0.059812302309980254,0,1,0,0,0,0,0,0,0,0,0
6002,1,0.011255135309331718,0,1,0,0,0,0,0,0,0,0,0
6003,0,0.12443896678148998,1,1,1,0,0,0,0,0,0,0,0
6004,0,0.22886586504510842,1,1,1,1,0,0,0,0,0,0,0
6005,0,0.028122896870523592,0,1,0,0,0,0,0,0,0,0,0
6006,0,0.03641940723543951,0,1,0,0,0,0,0,0,0,0,0
6007,0,0.0602126265575105,0,1,0,0,0,0,0,0,0,0,0
6008,0,0.017411520078314115,0,1,0,0,0,0,0,0,0,0,0
6009,0,0.07810589833365396,0,1,0,0,0,0,0,0,0,0,0
6010,0,0.012882949952110506,0,1,0,0,0,0,0,0,0,0,0
6011,0,0.03669353264353574,0,1,0,0,0,0,0,0,0,0,0
6012,0,0.1302693036618152,1,1,1,0,0,0,0,0,0,0,0
6013,0,0.08367924491890033,0,1,0,0,0,0,0,0,0,0,0
6014,0,0.007778678902154437,0,1,0,0,0,0,0,0,0,0,0
6015,0,0.04329551009157557,0,1,0,0,0,0,0,0,0,0,0
6016,0,0.009192669935142114,0,1,0,0,0,0,0,0,0,0,0
6017,0,0.013174222097718503,0,1,0,0,0,0,0,0,0,0,0
6018,0,0.07759285497773301,0,1,0,0,0,0,0,0,0,0,0
6019,0,0.11180134311156534,1,1,1,0,0,0,0,0,0,0,0
6020,0,0.15324940125864392,1,1,1,0,0,0,0,0,0,0,0
6021,0,0.012782145242585183,0,1,0,0,0,0,0,0,0,0,0
6022,0,0.036476928432178424,0,1,0,0,0,0,0,0,0,0,0
6023,0,0.035278978193784546,0,1,0,0,0,0,0,0,0,0,0
6024,0,0.05488438032428869,0,1,0,0,0,0,0,0,0,0,0
6025,0,0.051153719826895774,0,1,0,0,0,0,0,0,0,0,0
6026,0,0.014095888749472176,0,1,0,0,0,0,0,0,0,0,0
6027,0,0.016829673349071473,0,1,0,0,0,0,0,0,0,0,0
6028,0,0.010687686928014093,0,1,0,0,0,0,0,0,0,0,0
6029,0,0.03842893032215418,0,1,0,0,0,0,0,0,0,0,0
6030,0,0.04753510971232595,0,1,0,0,0,0,0,0,0,0,0
6031,1,0.16079643723556505,1,1,1,0,0,0,0,0,0,0,0
6032,0,0.05776025568411524,0,1,0,0,0,0,0,0,0,0,0
6033,0,0.01545921427289806,0,1,0,0,0,0,0,0,0,0,0
6034,0,0.17526642892097286,1,1,1,0,0,0,0,0,0,0,0
6035,0,0.03458167316089656,0,1,0,0,0,0,0,0,0,0,0
6036,0,0.12110332095972842,1,1,1,0,0,0,0,0,0,0,0
6037,0,0.03593179281245735,0,1,0,0,0,0,0,0,0,0,0
6038,0,0.0033324980007389663,0,1,0,0,0,0,0,0,0,0,0
6039,0,0.02110903247689168,0,1,0,0,0,0,0,0,0,0,0
6040,0,0.14258860619669572,1,1,1,0,0,0,0,0,0,0,0
6041,0,0.04768291241258173,0,1,0,0,0,0,0,0,0,0,0
6042,0,0.03386021570857298,0,1,0,0,0,0,0,0,0,0,0
6043,0,0.0035767469700561157,0,1,0,0,0,0,0,0,0,0,0
6044,0,0.10390042525936861,1,1,1,0,0,0,0,0,0,0,0
6045,0,0.024536450789836642,0,1,0,0,0,0,0,0,0,0,0
6046,0,0.0085850450753182,0,1,0,0,0,0,0,0,0,0,0
6047,0,0.037279089139315776,0,1,0,0,0,0,0,0,0,0,0
6048,0,0.10462980242858433,1,1,1,0,0,0,0,0,0,0,0
6049,0,0.016683959069934882,0,1,0,0,0,0,0,0,0,0,0
6050,0,0.009993318341699323,0,1,0,0,0,0,0,0,0,0,0
6051,0,0.11849527014020902,1,1,1,0,0,0,0,0,0,0,0
6052,0,0.014543620468945376,0,1,0,0,0,0,0,0,0,0,0
6053,1,0.09227536131995612,0,1,0,0,0,0,0,0,0,0,0
6054,0,0.011996784836707386,0,1,0,0,0,0,0,0,0,0,0
6055,0,0.040601335915418334,0,1,0,0,0,0,0,0,0,0,0
6056,0,0.02289767850597017,0,1,0,0,0,0,0,0,0,0,0
6057,0,0.023308105746051768,0,1,0,0,0,0,0,0,0,0,0
6058,0,0.0668085155582581,0,1,0,0,0,0,0,0,0,0,0
6059,0,0.011340016308771685,0,1,0,0,0,0,0,0,0,0,0
6060,1,0.04482410487449031,0,1,0,0,0,0,0,0,0,0,0
6061,0,0.023893063007887374,0,1,0,0,0,0,0,0,0,0,0
6062,0,0.07015809728368604,0,1,0,0,0,0,0,0,0,0,0
6063,0,0.23168957168091217,1,1,1,1,0,0,0,0,0,0,0
6064,0,0.2596496169446525,1,1,1,1,0,0,0,0,0,0,0
6065,0,0.14031970983518952,1,1,1,0,0,0,0,0,0,0,0
6066,0,0.025518915145307974,0,1,0,0,0,0,0,0,0,0,0
6067,0,0.011996784836707386,0,1,0,0,0,0,0,0,0,0,0
6068,0,0.03807564469534213,0,1,0,0,0,0,0,0,0,0,0
6069,0,0.02633114510200825,0,1,0,0,0,0,0,0,0,0,0
6070,0,0.014836021546868477,0,1,0,0,0,0,0,0,0,0,0
6071,0,0.018699911154307344,0,1,0,0,0,0,0,0,0,0,0
6072,0,0.009387037690122894,0,1,0,0,0,0,0,0,0,0,0
6073,1,0.02628522759166673,0,1,0,0,0,0,0,0,0,0,0
6074,0,0.1552655256301327,1,1,1,0,0,0,0,0,0,0,0
6075,0,0.0112359889345389,0,1,0,0,0,0,0,0,0,0,0
6076,1,0.18105287299576345,1,1,1,0,0,0,0,0,0,0,0
6077,0,0.08905455320385623,0,1,0,0,0,0,0,0,0,0,0
6078,0,0.03764862734073417,0,1,0,0,0,0,0,0,0,0,0
6079,0,0.03555972221133767,0,1,0,0,0,0,0,0,0,0,0
6080,0,0.05350935719488978,0,1,0,0,0,0,0,0,0,0,0
6081,0,0.03010590686219071,0,1,0,0,0,0,0,0,0,0,0
6082,0,0.004410123397086149,0,1,0,0,0,0,0,0,0,0,0
6083,0,0.0742518280706029,0,1,0,0,0,0,0,0,0,0,0
6084,0,0.005437106781000149,0,1,0,0,0,0,0,0,0,0,0
6085,0,0.022505576490486935,0,1,0,0,0,0,0,0,0,0,0
6086,0,0.11794319058843668,1,1,1,0,0,0,0,0,0,0,0
6087,0,0.04188995056765126,0,1,0,0,0,0,0,0,0,0,0
6088,0,0.022124501631451337,0,1,0,0,0,0,0,0,0,0,0
6089,0,0.03837008102981124,0,1,0,0,0,0,0,0,0,0,0
6090,0,0.024489389609998812,0,1,0,0,0,0,0,0,0,0,0
6091,0,0.006888977428985326,0,1,0,0,0,0,0,0,0,0,0
6092,0,0.06324779521975725,0,1,0,0,0,0,0,0,0,0,0
6093,0,0.02164453378590291,0,1,0,0,0,0,0,0,0,0,0
6094,0,0.0853280394008247,0,1,0,0,0,0,0,0,0,0,0
6095,0,0.04280681578852108,0,1,0,0,0,0,0,0,0,0,0
6096,0,0.019146443020350446,0,1,0,0,0,0,0,0,0,0,0
6097,0,0.14919613564980178,1,1,1,0,0,0,0,0,0,0,0
6098,0,0.007023468097627241,0,1,0,0,0,0,0,0,0,0,0
6099,0,0.01134030211997183,0,1,0,0,0,0,0,0,0,0,0
6100,1,0.1474311835176492,1,1,1,0,0,0,0,0,0,0,0
6101,0,0.0680760106402653,0,1,0,0,0,0,0,0,0,0,0
6102,0,0.09603802950428904,0,1,0,0,0,0,0,0,0,0,0
6103,0,0.06201709579549571,0,1,0,0,0,0,0,0,0,0,0
6104,0,0.11346440370263011,1,1,1,0,0,0,0,0,0,0,0
6105,0,0.012091932059577324,0,1,0,0,0,0,0,0,0,0,0
6106,0,0.06274062772410605,0,1,0,0,0,0,0,0,0,0,0
6107,0,0.1618145836367715,1,1,1,0,0,0,0,0,0,0,0
6108,0,0.046314331733633265,0,1,0,0,0,0,0,0,0,0,0
6109,0,0.010050142977613913,0,1,0,0,0,0,0,0,0,0,0
6110,1,0.04235503312663349,0,1,0,0,0,0,0,0,0,0,0
6111,0,0.0211150199780461,0,1,0,0,0,0,0,0,0,0,0
6112,0,0.11529335887375018,1,1,1,0,0,0,0,0,0,0,0
6113,0,0.02224969310953009,0,1,0,0,0,0,0,0,0,0,0
6114,0,0.043878035580625516,0,1,0,0,0,0,0,0,0,0,0
6115,0,0.033102628168360716,0,1,0,0,0,0,0,0,0,0,0
6116,0,0.03796630192704717,0,1,0,0,0,0,0,0,0,0,0
6117,0,0.06182005041727935,0,1,0,0,0,0,0,0,0,0,0
6118,1,0.12015991166327879,1,1,1,0,0,0,0,0,0,0,0
6119,0,0.019956827019894895,0,1,0,0,0,0,0,0,0,0,0
6120,0,0.013898412847839308,0,1,0,0,0,0,0,0,0,0,0
6121,0,0.012960672535174694,0,1,0,0,0,0,0,0,0,0,0
6122,0,0.018195925799491558,0,1,0,0,0,0,0,0,0,0,0
6123,0,0.05052698976764405,0,1,0,0,0,0,0,0,0,0,0
6124,0,0.0571959787848208,0,1,0,0,0,0,0,0,0,0,0
6125,0,0.016975541055217216,0,1,0,0,0,0,0,0,0,0,0
6126,0,0.05600443622129761,0,1,0,0,0,0,0,0,0,0,0
6127,0,0.01557861616298249,0,1,0,0,0,0,0,0,0,0,0
6128,0,0.032553618767537915,0,1,0,0,0,0,0,0,0,0,0
6129,0,0.11965172013267521,1,1,1,0,0,0,0,0,0,0,0
6130,0,0.016906040899291885,0,1,0,0,0,0,0,0,0,0,0
6131,0,0.0183992022832187,0,1,0,0,0,0,0,0,0,0,0
6132,0,0.19723769699304283,1,1,1,0,0,0,0,0,0,0,0
6133,0,0.037406187703417,0,1,0,0,0,0,0,0,0,0,0
6134,0,0.07705725016096769,0,1,0,0,0,0,0,0,0,0,0
6135,1,0.23162863846611267,1,1,1,1,0,0,0,0,0,0,0
6136,0,0.010434570670629742,0,1,0,0,0,0,0,0,0,0,0
6137,0,0.009922374463414384,0,1,0,0,0,0,0,0,0,0,0
6138,0,0.030302832765077725,0,1,0,0,0,0,0,0,0,0,0
6139,0,0.03072467066883353,0,1,0,0,0,0,0,0,0,0,0
6140,0,0.014788349426628041,0,1,0,0,0,0,0,0,0,0,0
6141,0,0.09217578795041417,0,1,0,0,0,0,0,0,0,0,0
6142,0,0.07267851330144158,0,1,0,0,0,0,0,0,0,0,0
6143,0,0.11972855221194266,1,1,1,0,0,0,0,0,0,0,0
6144,0,0.14073080929878745,1,1,1,0,0,0,0,0,0,0,0
6145,0,0.028607937718535266,0,1,0,0,0,0,0,0,0,0,0
6146,0,0.010260481728673141,0,1,0,0,0,0,0,0,0,0,0
6147,0,0.03848491303400023,0,1,0,0,0,0,0,0,0,0,0
6148,0,0.032430207811296886,0,1,0,0,0,0,0,0,0,0,0
6149,1,0.05353074612881984,0,1,0,0,0,0,0,0,0,0,0
6150,0,0.02110299870218473,0,1,0,0,0,0,0,0,0,0,0
6151,0,0.029203135437990822,0,1,0,0,0,0,0,0,0,0,0
6152,0,0.34901319822874816,1,1,1,1,1,0,0,0,0,0,0
6153,0,0.08706020171117076,0,1,0,0,0,0,0,0,0,0,0
6154,1,0.02955558218194257,0,1,0,0,0,0,0,0,0,0,0
6155,0,0.03836953732147193,0,1,0,0,0,0,0,0,0,0,0
6156,0,0.006390973456557274,0,1,0,0,0,0,0,0,0,0,0
6157,0,0.13571048326278884,1,1,1,0,0,0,0,0,0,0,0
6158,1,0.22679701205440086,1,1,1,1,0,0,0,0,0,0,0
6159,0,0.062080685673840716,0,1,0,0,0,0,0,0,0,0,0
6160,0,0.017065776609566114,0,1,0,0,0,0,0,0,0,0,0
6161,0,0.04752344259322219,0,1,0,0,0,0,0,0,0,0,0
6162,0,0.21108711105967692,1,1,1,1,0,0,0,0,0,0,0
6163,0,0.022156829025315686,0,1,0,0,0,0,0,0,0,0,0
6164,0,0.018773023649388723,0,1,0,0,0,0,0,0,0,0,0
6165,0,0.010952289980760851,0,1,0,0,0,0,0,0,0,0,0
6166,0,0.058780775757017116,0,1,0,0,0,0,0,0,0,0,0
6167,0,0.0304432405072006,0,1,0,0,0,0,0,0,0,0,0
6168,0,0.06819030533471417,0,1,0,0,0,0,0,0,0,0,0
6169,0,0.01762603604066071,0,1,0,0,0,0,0,0,0,0,0
6170,0,0.012418857339765044,0,1,0,0,0,0,0,0,0,0,0
6171,0,0.013989305952970802,0,1,0,0,0,0,0,0,0,0,0
6172,0,0.010146692142156176,0,1,0,0,0,0,0,0,0,0,0
6173,0,0.07718199292137118,0,1,0,0,0,0,0,0,0,0,0
6174,0,0.2365075752854816,1,1,1,1,0,0,0,0,0,0,0
6175,0,0.13318180611372496,1,1,1,0,0,0,0,0,0,0,0
6176,0,0.008044659128863364,0,1,0,0,0,0,0,0,0,0,0
6177,0,0.052671638816346,0,1,0,0,0,0,0,0,0,0,0
6178,0,0.05682697650730916,0,1,0,0,0,0,0,0,0,0,0
6179,0,0.07283078604597902,0,1,0,0,0,0,0,0,0,0,0
6180,0,0.02328690099958869,0,1,0,0,0,0,0,0,0,0,0
6181,0,0.02272333108105073,0,1,0,0,0,0,0,0,0,0,0
6182,0,0.03441672551554099,0,1,0,0,0,0,0,0,0,0,0
6183,0,0.06314168222636474,0,1,0,0,0,0,0,0,0,0,0
6184,0,0.03590293687546695,0,1,0,0,0,0,0,0,0,0,0
6185,0,0.010374561765318108,0,1,0,0,0,0,0,0,0,0,0
6186,0,0.20312845693857137,1,1,1,1,0,0,0,0,0,0,0
6187,0,0.01022199060025137,0,1,0,0,0,0,0,0,0,0,0
6188,0,0.03505401514965843,0,1,0,0,0,0,0,0,0,0,0
6189,0,0.017973837891660068,0,1,0,0,0,0,0,0,0,0,0
6190,0,0.13324751650797756,1,1,1,0,0,0,0,0,0,0,0
6191,0,0.20133330558937026,1,1,1,1,0,0,0,0,0,0,0
6192,0,0.03580072206014678,0,1,0,0,0,0,0,0,0,0,0
6193,0,0.041931351983589646,0,1,0,0,0,0,0,0,0,0,0
6194,0,0.07373885953632221,0,1,0,0,0,0,0,0,0,0,0
6195,0,0.12379402705369054,1,1,1,0,0,0,0,0,0,0,0
6196,0,0.02542874182964334,0,1,0,0,0,0,0,0,0,0,0
6197,0,0.029863074067570588,0,1,0,0,0,0,0,0,0,0,0
6198,0,0.03254708441895011,0,1,0,0,0,0,0,0,0,0,0
6199,0,0.01251633911667083,0,1,0,0,0,0,0,0,0,0,0
6200,0,0.004607775074638564,0,1,0,0,0,0,0,0,0,0,0
6201,1,0.10583803554810797,1,1,1,0,0,0,0,0,0,0,0
6202,0,0.02800300167663933,0,1,0,0,0,0,0,0,0,0,0
6203,0,0.057243542103335016,0,1,0,0,0,0,0,0,0,0,0
6204,1,0.06311741729181565,0,1,0,0,0,0,0,0,0,0,0
6205,0,0.02636311035203967,0,1,0,0,0,0,0,0,0,0,0
6206,0,0.045294408240732296,0,1,0,0,0,0,0,0,0,0,0
