ID,Yes,Yes_Prob,predicted,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
5857,0,0.017595584,0,1,0,0,0,0,0,0,0,0,0
5858,1,0.032491177,0,1,0,0,0,0,0,0,0,0,0
5859,0,0.03742155,0,1,0,0,0,0,0,0,0,0,0
5860,0,0.15763025,1,1,1,0,0,0,0,0,0,0,0
5861,0,0.055296328,0,1,0,0,0,0,0,0,0,0,0
5862,0,0.06854084,0,1,0,0,0,0,0,0,0,0,0
5863,0,0.015547778,0,1,0,0,0,0,0,0,0,0,0
5864,0,0.037178393,0,1,0,0,0,0,0,0,0,0,0
5865,0,0.23401524,1,1,1,1,0,0,0,0,0,0,0
5866,1,0.086738415,0,1,0,0,0,0,0,0,0,0,0
5867,0,0.02441932,0,1,0,0,0,0,0,0,0,0,0
5868,0,0.023014115,0,1,0,0,0,0,0,0,0,0,0
5869,0,0.040829822,0,1,0,0,0,0,0,0,0,0,0
5870,0,0.0077335364,0,1,0,0,0,0,0,0,0,0,0
5871,0,0.056041315,0,1,0,0,0,0,0,0,0,0,0
5872,0,0.06195816,0,1,0,0,0,0,0,0,0,0,0
5873,0,0.14956576,1,1,1,0,0,0,0,0,0,0,0
5874,0,0.13211112,1,1,1,0,0,0,0,0,0,0,0
5875,0,0.07435268,0,1,0,0,0,0,0,0,0,0,0
5876,0,0.11065302,1,1,1,0,0,0,0,0,0,0,0
5877,0,0.024956344,0,1,0,0,0,0,0,0,0,0,0
5878,0,0.28651306,1,1,1,1,0,0,0,0,0,0,0
5879,0,0.012189407,0,1,0,0,0,0,0,0,0,0,0
5880,0,0.015834998,0,1,0,0,0,0,0,0,0,0,0
5881,0,0.06621042,0,1,0,0,0,0,0,0,0,0,0
5882,0,0.027832411,0,1,0,0,0,0,0,0,0,0,0
5883,0,0.04638396,0,1,0,0,0,0,0,0,0,0,0
5884,0,0.024509655,0,1,0,0,0,0,0,0,0,0,0
5885,0,0.07749729,0,1,0,0,0,0,0,0,0,0,0
5886,0,0.00277629,0,1,0,0,0,0,0,0,0,0,0
5887,0,0.045089465,0,1,0,0,0,0,0,0,0,0,0
5888,0,0.027791202,0,1,0,0,0,0,0,0,0,0,0
5889,0,0.024370981,0,1,0,0,0,0,0,0,0,0,0
5890,0,0.11008641,1,1,1,0,0,0,0,0,0,0,0
5891,0,0.015090995,0,1,0,0,0,0,0,0,0,0,0
5892,0,0.050463926,0,1,0,0,0,0,0,0,0,0,0
5893,0,0.026960462,0,1,0,0,0,0,0,0,0,0,0
5894,0,0.054040454,0,1,0,0,0,0,0,0,0,0,0
5895,0,0.023294711,0,1,0,0,0,0,0,0,0,0,0
5896,0,0.059135944,0,1,0,0,0,0,0,0,0,0,0
5897,0,0.055788673,0,1,0,0,0,0,0,0,0,0,0
5898,0,0.07068433,0,1,0,0,0,0,0,0,0,0,0
5899,0,0.11655687,1,1,1,0,0,0,0,0,0,0,0
5900,0,0.01613905,0,1,0,0,0,0,0,0,0,0,0
5901,0,0.037572462,0,1,0,0,0,0,0,0,0,0,0
5902,0,0.06510505,0,1,0,0,0,0,0,0,0,0,0
5903,0,0.033220895,0,1,0,0,0,0,0,0,0,0,0
5904,0,0.07251779,0,1,0,0,0,0,0,0,0,0,0
5905,0,0.027029382,0,1,0,0,0,0,0,0,0,0,0
5906,0,0.18616956,1,1,1,0,0,0,0,0,0,0,0
5907,0,0.02394548,0,1,0,0,0,0,0,0,0,0,0
5908,0,0.032127034,0,1,0,0,0,0,0,0,0,0,0
5909,0,0.016563512,0,1,0,0,0,0,0,0,0,0,0
5910,1,0.42475426,1,1,1,1,1,1,0,0,0,0,0
5911,0,0.05563789,0,1,0,0,0,0,0,0,0,0,0
5912,0,0.013580765,0,1,0,0,0,0,0,0,0,0,0
5913,1,0.48177338,1,1,1,1,1,1,0,0,0,0,0
5914,0,0.06258113,0,1,0,0,0,0,0,0,0,0,0
5915,0,0.05038956,0,1,0,0,0,0,0,0,0,0,0
5916,0,0.029456144,0,1,0,0,0,0,0,0,0,0,0
5917,0,0.020356875,0,1,0,0,0,0,0,0,0,0,0
5918,0,0.03198748,0,1,0,0,0,0,0,0,0,0,0
5919,0,0.016395649,0,1,0,0,0,0,0,0,0,0,0
5920,0,0.023423588,0,1,0,0,0,0,0,0,0,0,0
5921,0,0.033958003,0,1,0,0,0,0,0,0,0,0,0
5922,0,0.091925494,0,1,0,0,0,0,0,0,0,0,0
5923,0,0.087221466,0,1,0,0,0,0,0,0,0,0,0
5924,0,0.24710457,1,1,1,1,0,0,0,0,0,0,0
5925,0,0.0388671,0,1,0,0,0,0,0,0,0,0,0
5926,0,0.024565408,0,1,0,0,0,0,0,0,0,0,0
5927,0,0.021519708,0,1,0,0,0,0,0,0,0,0,0
5928,0,0.055057537,0,1,0,0,0,0,0,0,0,0,0
5929,0,0.05514237,0,1,0,0,0,0,0,0,0,0,0
5930,0,0.049599655,0,1,0,0,0,0,0,0,0,0,0
5931,0,0.014937119,0,1,0,0,0,0,0,0,0,0,0
5932,0,0.049974214,0,1,0,0,0,0,0,0,0,0,0
5933,0,0.21144806,1,1,1,1,0,0,0,0,0,0,0
5934,0,0.09867087,0,1,0,0,0,0,0,0,0,0,0
5935,0,0.20377511,1,1,1,1,0,0,0,0,0,0,0
5936,0,0.04230909,0,1,0,0,0,0,0,0,0,0,0
5937,0,0.09168881,0,1,0,0,0,0,0,0,0,0,0
5938,0,0.029848767,0,1,0,0,0,0,0,0,0,0,0
5939,0,0.05304243,0,1,0,0,0,0,0,0,0,0,0
5940,0,0.015859049,0,1,0,0,0,0,0,0,0,0,0
5941,0,0.026010018,0,1,0,0,0,0,0,0,0,0,0
5942,0,0.030387428,0,1,0,0,0,0,0,0,0,0,0
5943,0,0.017194878,0,1,0,0,0,0,0,0,0,0,0
5944,0,0.14466925,1,1,1,0,0,0,0,0,0,0,0
5945,0,0.023746854,0,1,0,0,0,0,0,0,0,0,0
5946,0,0.026680144,0,1,0,0,0,0,0,0,0,0,0
5947,0,0.03602232,0,1,0,0,0,0,0,0,0,0,0
5948,0,0.056365885,0,1,0,0,0,0,0,0,0,0,0
5949,0,0.041585267,0,1,0,0,0,0,0,0,0,0,0
5950,0,0.042168844,0,1,0,0,0,0,0,0,0,0,0
5951,0,0.0668992,0,1,0,0,0,0,0,0,0,0,0
5952,0,0.05604553,0,1,0,0,0,0,0,0,0,0,0
5953,0,0.028530931,0,1,0,0,0,0,0,0,0,0,0
5954,0,0.048495114,0,1,0,0,0,0,0,0,0,0,0
5955,0,0.012719917,0,1,0,0,0,0,0,0,0,0,0
5956,0,0.017080747,0,1,0,0,0,0,0,0,0,0,0
5957,0,0.029987782,0,1,0,0,0,0,0,0,0,0,0
5958,0,0.03966642,0,1,0,0,0,0,0,0,0,0,0
5959,0,0.05147655,0,1,0,0,0,0,0,0,0,0,0
5960,0,0.05483144,0,1,0,0,0,0,0,0,0,0,0
5961,0,0.017931908,0,1,0,0,0,0,0,0,0,0,0
5962,0,0.13500547,1,1,1,0,0,0,0,0,0,0,0
5963,0,0.012487211,0,1,0,0,0,0,0,0,0,0,0
5964,0,0.017705323,0,1,0,0,0,0,0,0,0,0,0
5965,0,0.03553585,0,1,0,0,0,0,0,0,0,0,0
5966,0,0.30056247,1,1,1,1,1,0,0,0,0,0,0
5967,0,0.03799588,0,1,0,0,0,0,0,0,0,0,0
5968,0,0.006180319,0,1,0,0,0,0,0,0,0,0,0
5969,0,0.036558237,0,1,0,0,0,0,0,0,0,0,0
5970,0,0.064186044,0,1,0,0,0,0,0,0,0,0,0
5971,0,0.039430007,0,1,0,0,0,0,0,0,0,0,0
5972,0,0.23125456,1,1,1,1,0,0,0,0,0,0,0
5973,0,0.044022933,0,1,0,0,0,0,0,0,0,0,0
5974,0,0.10867865,1,1,1,0,0,0,0,0,0,0,0
5975,0,0.04446505,0,1,0,0,0,0,0,0,0,0,0
5976,0,0.029909223,0,1,0,0,0,0,0,0,0,0,0
5977,0,0.04642146,0,1,0,0,0,0,0,0,0,0,0
5978,0,0.045944784,0,1,0,0,0,0,0,0,0,0,0
5979,0,0.048931245,0,1,0,0,0,0,0,0,0,0,0
5980,0,0.011263078,0,1,0,0,0,0,0,0,0,0,0
5981,0,0.014606835,0,1,0,0,0,0,0,0,0,0,0
5982,0,0.011731181,0,1,0,0,0,0,0,0,0,0,0
5983,0,0.060295377,0,1,0,0,0,0,0,0,0,0,0
5984,0,0.009824196,0,1,0,0,0,0,0,0,0,0,0
5985,0,0.04694662,0,1,0,0,0,0,0,0,0,0,0
5986,0,0.022842951,0,1,0,0,0,0,0,0,0,0,0
5987,0,0.3024258,1,1,1,1,1,0,0,0,0,0,0
5988,0,0.058574524,0,1,0,0,0,0,0,0,0,0,0
5989,0,0.014597929,0,1,0,0,0,0,0,0,0,0,0
5990,0,0.041934103,0,1,0,0,0,0,0,0,0,0,0
5991,0,0.04141648,0,1,0,0,0,0,0,0,0,0,0
5992,0,0.0756393,0,1,0,0,0,0,0,0,0,0,0
5993,0,0.14505535,1,1,1,0,0,0,0,0,0,0,0
5994,0,0.03729438,0,1,0,0,0,0,0,0,0,0,0
5995,0,0.023806432,0,1,0,0,0,0,0,0,0,0,0
5996,0,0.023151439,0,1,0,0,0,0,0,0,0,0,0
5997,0,0.038636092,0,1,0,0,0,0,0,0,0,0,0
5998,0,0.16794696,1,1,1,0,0,0,0,0,0,0,0
5999,0,0.072152935,0,1,0,0,0,0,0,0,0,0,0
6000,0,0.006210901,0,1,0,0,0,0,0,0,0,0,0
6001,0,0.28016108,1,1,1,1,0,0,0,0,0,0,0
6002,1,0.07792405,0,1,0,0,0,0,0,0,0,0,0
6003,0,0.039576054,0,1,0,0,0,0,0,0,0,0,0
6004,0,0.08822084,0,1,0,0,0,0,0,0,0,0,0
6005,0,0.03213492,0,1,0,0,0,0,0,0,0,0,0
6006,0,0.025670601,0,1,0,0,0,0,0,0,0,0,0
6007,0,0.04759345,0,1,0,0,0,0,0,0,0,0,0
6008,0,0.047984675,0,1,0,0,0,0,0,0,0,0,0
6009,0,0.043791488,0,1,0,0,0,0,0,0,0,0,0
6010,0,0.009005272,0,1,0,0,0,0,0,0,0,0,0
6011,0,0.11281631,1,1,1,0,0,0,0,0,0,0,0
6012,0,0.03137753,0,1,0,0,0,0,0,0,0,0,0
6013,0,0.047907934,0,1,0,0,0,0,0,0,0,0,0
6014,0,0.01524457,0,1,0,0,0,0,0,0,0,0,0
6015,0,0.024580851,0,1,0,0,0,0,0,0,0,0,0
6016,0,0.0069097388,0,1,0,0,0,0,0,0,0,0,0
6017,0,0.0444255,0,1,0,0,0,0,0,0,0,0,0
6018,0,0.042541776,0,1,0,0,0,0,0,0,0,0,0
6019,0,0.19194122,1,1,1,0,0,0,0,0,0,0,0
6020,0,0.27687508,1,1,1,1,0,0,0,0,0,0,0
6021,0,0.040409364,0,1,0,0,0,0,0,0,0,0,0
6022,0,0.026941001,0,1,0,0,0,0,0,0,0,0,0
6023,0,0.042013258,0,1,0,0,0,0,0,0,0,0,0
6024,0,0.110734,1,1,1,0,0,0,0,0,0,0,0
6025,0,0.062974125,0,1,0,0,0,0,0,0,0,0,0
6026,0,0.032326434,0,1,0,0,0,0,0,0,0,0,0
6027,0,0.02365382,0,1,0,0,0,0,0,0,0,0,0
6028,0,0.022939742,0,1,0,0,0,0,0,0,0,0,0
6029,0,0.1572063,1,1,1,0,0,0,0,0,0,0,0
6030,0,0.024528801,0,1,0,0,0,0,0,0,0,0,0
6031,1,0.29948235,1,1,1,1,0,0,0,0,0,0,0
6032,0,0.13265632,1,1,1,0,0,0,0,0,0,0,0
6033,0,0.054887168,0,1,0,0,0,0,0,0,0,0,0
6034,0,0.15952083,1,1,1,0,0,0,0,0,0,0,0
6035,0,0.07224538,0,1,0,0,0,0,0,0,0,0,0
6036,0,0.04471658,0,1,0,0,0,0,0,0,0,0,0
6037,0,0.06615283,0,1,0,0,0,0,0,0,0,0,0
6038,0,0.012692006,0,1,0,0,0,0,0,0,0,0,0
6039,0,0.04962197,0,1,0,0,0,0,0,0,0,0,0
6040,0,0.13588141,1,1,1,0,0,0,0,0,0,0,0
6041,0,0.046977438,0,1,0,0,0,0,0,0,0,0,0
6042,0,0.01902213,0,1,0,0,0,0,0,0,0,0,0
6043,0,0.020720232,0,1,0,0,0,0,0,0,0,0,0
6044,0,0.042068128,0,1,0,0,0,0,0,0,0,0,0
6045,0,0.07716166,0,1,0,0,0,0,0,0,0,0,0
6046,0,0.0028852306,0,1,0,0,0,0,0,0,0,0,0
6047,0,0.01946918,0,1,0,0,0,0,0,0,0,0,0
6048,0,0.1412002,1,1,1,0,0,0,0,0,0,0,0
6049,0,0.031174649,0,1,0,0,0,0,0,0,0,0,0
6050,0,0.06884709,0,1,0,0,0,0,0,0,0,0,0
6051,0,0.2990562,1,1,1,1,0,0,0,0,0,0,0
6052,0,0.03598402,0,1,0,0,0,0,0,0,0,0,0
6053,1,0.09923609,0,1,0,0,0,0,0,0,0,0,0
6054,0,0.03041326,0,1,0,0,0,0,0,0,0,0,0
6055,0,0.011242366,0,1,0,0,0,0,0,0,0,0,0
6056,0,0.044749677,0,1,0,0,0,0,0,0,0,0,0
6057,0,0.041074708,0,1,0,0,0,0,0,0,0,0,0
6058,0,0.031194681,0,1,0,0,0,0,0,0,0,0,0
6059,0,0.018348241,0,1,0,0,0,0,0,0,0,0,0
6060,1,0.11853027,1,1,1,0,0,0,0,0,0,0,0
6061,0,0.006823418,0,1,0,0,0,0,0,0,0,0,0
6062,0,0.034350023,0,1,0,0,0,0,0,0,0,0,0
6063,0,0.025237897,0,1,0,0,0,0,0,0,0,0,0
6064,0,0.0029159994,0,1,0,0,0,0,0,0,0,0,0
6065,0,0.16489878,1,1,1,0,0,0,0,0,0,0,0
6066,0,0.028108506,0,1,0,0,0,0,0,0,0,0,0
6067,0,0.03041326,0,1,0,0,0,0,0,0,0,0,0
6068,0,0.034493882,0,1,0,0,0,0,0,0,0,0,0
6069,0,0.016352635,0,1,0,0,0,0,0,0,0,0,0
6070,0,0.016446687,0,1,0,0,0,0,0,0,0,0,0
6071,0,0.025082601,0,1,0,0,0,0,0,0,0,0,0
6072,0,0.0395649,0,1,0,0,0,0,0,0,0,0,0
6073,1,0.046732295,0,1,0,0,0,0,0,0,0,0,0
6074,0,0.09349365,0,1,0,0,0,0,0,0,0,0,0
6075,0,0.028769271,0,1,0,0,0,0,0,0,0,0,0
6076,1,0.067864664,0,1,0,0,0,0,0,0,0,0,0
6077,0,0.09514305,0,1,0,0,0,0,0,0,0,0,0
6078,0,0.00845795,0,1,0,0,0,0,0,0,0,0,0
6079,0,0.01611741,0,1,0,0,0,0,0,0,0,0,0
6080,0,0.034659386,0,1,0,0,0,0,0,0,0,0,0
6081,0,0.03239741,0,1,0,0,0,0,0,0,0,0,0
6082,0,0.002409423,0,1,0,0,0,0,0,0,0,0,0
6083,0,0.05130272,0,1,0,0,0,0,0,0,0,0,0
6084,0,0.018183826,0,1,0,0,0,0,0,0,0,0,0
6085,0,0.0058780196,0,1,0,0,0,0,0,0,0,0,0
6086,0,0.03575713,0,1,0,0,0,0,0,0,0,0,0
6087,0,0.02361975,0,1,0,0,0,0,0,0,0,0,0
6088,0,0.014093722,0,1,0,0,0,0,0,0,0,0,0
6089,0,0.031562015,0,1,0,0,0,0,0,0,0,0,0
6090,0,0.055872574,0,1,0,0,0,0,0,0,0,0,0
6091,0,0.007965838,0,1,0,0,0,0,0,0,0,0,0
6092,0,0.08876551,0,1,0,0,0,0,0,0,0,0,0
6093,0,0.018041609,0,1,0,0,0,0,0,0,0,0,0
6094,0,0.08278274,0,1,0,0,0,0,0,0,0,0,0
6095,0,0.039436687,0,1,0,0,0,0,0,0,0,0,0
6096,0,0.044965662,0,1,0,0,0,0,0,0,0,0,0
6097,0,0.20237692,1,1,1,1,0,0,0,0,0,0,0
6098,0,0.038132988,0,1,0,0,0,0,0,0,0,0,0
6099,0,0.022516944,0,1,0,0,0,0,0,0,0,0,0
6100,1,0.21366519,1,1,1,1,0,0,0,0,0,0,0
6101,0,0.08229629,0,1,0,0,0,0,0,0,0,0,0
6102,0,0.09802996,0,1,0,0,0,0,0,0,0,0,0
6103,0,0.039716,0,1,0,0,0,0,0,0,0,0,0
6104,0,0.08024478,0,1,0,0,0,0,0,0,0,0,0
6105,0,0.019823866,0,1,0,0,0,0,0,0,0,0,0
6106,0,0.12065867,1,1,1,0,0,0,0,0,0,0,0
6107,0,0.16415961,1,1,1,0,0,0,0,0,0,0,0
6108,0,0.20565134,1,1,1,1,0,0,0,0,0,0,0
6109,0,0.03037936,0,1,0,0,0,0,0,0,0,0,0
6110,1,0.04967359,0,1,0,0,0,0,0,0,0,0,0
6111,0,0.016676936,0,1,0,0,0,0,0,0,0,0,0
6112,0,0.06928938,0,1,0,0,0,0,0,0,0,0,0
6113,0,0.19075498,1,1,1,0,0,0,0,0,0,0,0
6114,0,0.043659035,0,1,0,0,0,0,0,0,0,0,0
6115,0,0.08301956,0,1,0,0,0,0,0,0,0,0,0
6116,0,0.04902004,0,1,0,0,0,0,0,0,0,0,0
6117,0,0.029497052,0,1,0,0,0,0,0,0,0,0,0
6118,1,0.19735163,1,1,1,0,0,0,0,0,0,0,0
6119,0,0.06517165,0,1,0,0,0,0,0,0,0,0,0
6120,0,0.014310876,0,1,0,0,0,0,0,0,0,0,0
6121,0,0.009493511,0,1,0,0,0,0,0,0,0,0,0
6122,0,0.041983638,0,1,0,0,0,0,0,0,0,0,0
6123,0,0.002974068,0,1,0,0,0,0,0,0,0,0,0
6124,0,0.024017056,0,1,0,0,0,0,0,0,0,0,0
6125,0,0.009714007,0,1,0,0,0,0,0,0,0,0,0
6126,0,0.03545542,0,1,0,0,0,0,0,0,0,0,0
6127,0,0.18345755,1,1,1,0,0,0,0,0,0,0,0
6128,0,0.034594186,0,1,0,0,0,0,0,0,0,0,0
6129,0,0.11441156,1,1,1,0,0,0,0,0,0,0,0
6130,0,0.021614676,0,1,0,0,0,0,0,0,0,0,0
6131,0,0.058799777,0,1,0,0,0,0,0,0,0,0,0
6132,0,0.2101927,1,1,1,1,0,0,0,0,0,0,0
6133,0,0.09002211,0,1,0,0,0,0,0,0,0,0,0
6134,0,0.13527909,1,1,1,0,0,0,0,0,0,0,0
6135,1,0.16070932,1,1,1,0,0,0,0,0,0,0,0
6136,0,0.03144589,0,1,0,0,0,0,0,0,0,0,0
6137,0,0.02318856,0,1,0,0,0,0,0,0,0,0,0
6138,0,0.02945159,0,1,0,0,0,0,0,0,0,0,0
6139,0,0.063109525,0,1,0,0,0,0,0,0,0,0,0
6140,0,0.02818842,0,1,0,0,0,0,0,0,0,0,0
6141,0,0.06352691,0,1,0,0,0,0,0,0,0,0,0
6142,0,0.112589814,1,1,1,0,0,0,0,0,0,0,0
6143,0,0.18556021,1,1,1,0,0,0,0,0,0,0,0
6144,0,0.06804448,0,1,0,0,0,0,0,0,0,0,0
6145,0,0.055229105,0,1,0,0,0,0,0,0,0,0,0
6146,0,0.030421253,0,1,0,0,0,0,0,0,0,0,0
6147,0,0.08162562,0,1,0,0,0,0,0,0,0,0,0
6148,0,0.018785002,0,1,0,0,0,0,0,0,0,0,0
6149,1,0.016255928,0,1,0,0,0,0,0,0,0,0,0
6150,0,0.037445556,0,1,0,0,0,0,0,0,0,0,0
6151,0,0.027137566,0,1,0,0,0,0,0,0,0,0,0
6152,0,0.34465793,1,1,1,1,1,0,0,0,0,0,0
6153,0,0.09474688,0,1,0,0,0,0,0,0,0,0,0
6154,1,0.014231487,0,1,0,0,0,0,0,0,0,0,0
6155,0,0.05286632,0,1,0,0,0,0,0,0,0,0,0
6156,0,0.028662192,0,1,0,0,0,0,0,0,0,0,0
6157,0,0.02961289,0,1,0,0,0,0,0,0,0,0,0
6158,1,0.15017708,1,1,1,0,0,0,0,0,0,0,0
6159,0,0.028625423,0,1,0,0,0,0,0,0,0,0,0
6160,0,0.17735326,1,1,1,0,0,0,0,0,0,0,0
6161,0,0.041144952,0,1,0,0,0,0,0,0,0,0,0
6162,0,0.28892493,1,1,1,1,0,0,0,0,0,0,0
6163,0,0.08735552,0,1,0,0,0,0,0,0,0,0,0
6164,0,0.006526793,0,1,0,0,0,0,0,0,0,0,0
6165,0,0.009494319,0,1,0,0,0,0,0,0,0,0,0
6166,0,0.059562594,0,1,0,0,0,0,0,0,0,0,0
6167,0,0.0548221,0,1,0,0,0,0,0,0,0,0,0
6168,0,0.07878698,0,1,0,0,0,0,0,0,0,0,0
6169,0,0.033522006,0,1,0,0,0,0,0,0,0,0,0
6170,0,0.0244385,0,1,0,0,0,0,0,0,0,0,0
6171,0,0.045387495,0,1,0,0,0,0,0,0,0,0,0
6172,0,0.03254831,0,1,0,0,0,0,0,0,0,0,0
6173,0,0.11128762,1,1,1,0,0,0,0,0,0,0,0
6174,0,0.22724035,1,1,1,1,0,0,0,0,0,0,0
6175,0,0.059970822,0,1,0,0,0,0,0,0,0,0,0
6176,0,0.0020974681,0,1,0,0,0,0,0,0,0,0,0
6177,0,0.055868234,0,1,0,0,0,0,0,0,0,0,0
6178,0,0.20892844,1,1,1,1,0,0,0,0,0,0,0
6179,0,0.08496175,0,1,0,0,0,0,0,0,0,0,0
6180,0,0.05529249,0,1,0,0,0,0,0,0,0,0,0
6181,0,0.029185202,0,1,0,0,0,0,0,0,0,0,0
6182,0,0.02922041,0,1,0,0,0,0,0,0,0,0,0
6183,0,0.080672935,0,1,0,0,0,0,0,0,0,0,0
6184,0,0.025761236,0,1,0,0,0,0,0,0,0,0,0
6185,0,0.023804184,0,1,0,0,0,0,0,0,0,0,0
6186,0,0.25941533,1,1,1,1,0,0,0,0,0,0,0
6187,0,0.019894354,0,1,0,0,0,0,0,0,0,0,0
6188,0,0.021632725,0,1,0,0,0,0,0,0,0,0,0
6189,0,0.03681286,0,1,0,0,0,0,0,0,0,0,0
6190,0,0.119045466,1,1,1,0,0,0,0,0,0,0,0
6191,0,0.18109487,1,1,1,0,0,0,0,0,0,0,0
6192,0,0.056864593,0,1,0,0,0,0,0,0,0,0,0
6193,0,0.05732648,0,1,0,0,0,0,0,0,0,0,0
6194,0,0.061179012,0,1,0,0,0,0,0,0,0,0,0
6195,0,0.20031874,1,1,1,1,0,0,0,0,0,0,0
6196,0,0.0053371345,0,1,0,0,0,0,0,0,0,0,0
6197,0,0.007520202,0,1,0,0,0,0,0,0,0,0,0
6198,0,0.023499768,0,1,0,0,0,0,0,0,0,0,0
6199,0,0.022585368,0,1,0,0,0,0,0,0,0,0,0
6200,0,0.026559869,0,1,0,0,0,0,0,0,0,0,0
6201,1,0.060264986,0,1,0,0,0,0,0,0,0,0,0
6202,0,0.076463796,0,1,0,0,0,0,0,0,0,0,0
6203,0,0.15417455,1,1,1,0,0,0,0,0,0,0,0
6204,1,0.08607584,0,1,0,0,0,0,0,0,0,0,0
6205,0,0.03007896,0,1,0,0,0,0,0,0,0,0,0
6206,0,0.02600415,0,1,0,0,0,0,0,0,0,0,0
6207,0,0.05211481,0,1,0,0,0,0,0,0,0,0,0
6208,0,0.069615796,0,1,0,0,0,0,0,0,0,0,0
6209,0,0.08621451,0,1,0,0,0,0,0,0,0,0,0
6210,0,0.016281249,0,1,0,0,0,0,0,0,0,0,0
6211,0,0.030476535,0,1,0,0,0,0,0,0,0,0,0
6212,0,0.036553025,0,1,0,0,0,0,0,0,0,0,0
6213,1,0.05139712,0,1,0,0,0,0,0,0,0,0,0
6214,0,0.025680048,0,1,0,0,0,0,0,0,0,0,0
6215,0,0.0009748659,0,1,0,0,0,0,0,0,0,0,0
6216,0,0.07318099,0,1,0,0,0,0,0,0,0,0,0
6217,0,0.14252563,1,1,1,0,0,0,0,0,0,0,0
6218,0,0.020773739,0,1,0,0,0,0,0,0,0,0,0
6219,0,0.033008058,0,1,0,0,0,0,0,0,0,0,0
6220,0,0.054011993,0,1,0,0,0,0,0,0,0,0,0
6221,0,0.045511376,0,1,0,0,0,0,0,0,0,0,0
6222,0,0.09458641,0,1,0,0,0,0,0,0,0,0,0
6223,0,0.022266302,0,1,0,0,0,0,0,0,0,0,0
6224,0,0.03209813,0,1,0,0,0,0,0,0,0,0,0
6225,0,0.03433645,0,1,0,0,0,0,0,0,0,0,0
6226,0,0.02410445,0,1,0,0,0,0,0,0,0,0,0
6227,0,0.036551975,0,1,0,0,0,0,0,0,0,0,0
6228,0,0.13612069,1,1,1,0,0,0,0,0,0,0,0
6229,0,0.022512756,0,1,0,0,0,0,0,0,0,0,0
6230,0,0.011669515,0,1,0,0,0,0,0,0,0,0,0
6231,0,0.06596326,0,1,0,0,0,0,0,0,0,0,0
6232,0,0.089159235,0,1,0,0,0,0,0,0,0,0,0
6233,0,0.05421941,0,1,0,0,0,0,0,0,0,0,0
6234,0,0.13170488,1,1,1,0,0,0,0,0,0,0,0
6235,0,0.021078415,0,1,0,0,0,0,0,0,0,0,0
6236,0,0.02950523,0,1,0,0,0,0,0,0,0,0,0
6237,0,0.029237475,0,1,0,0,0,0,0,0,0,0,0
6238,0,0.052896447,0,1,0,0,0,0,0,0,0,0,0
6239,0,0.017111484,0,1,0,0,0,0,0,0,0,0,0
6240,0,0.06142669,0,1,0,0,0,0,0,0,0,0,0
6241,0,0.0601844,0,1,0,0,0,0,0,0,0,0,0
